,id,caption,description,moreInfo,bannerImage,eng
93,511,Thiết kế riêng không đụng hàng! Giày da bò handmade thủ công! Bảo hành 5 năm.,Khuyến mãi 40% chỉ hôm nay,"Miễn phí giao hàng, đổi mới trong 7 ngày. Xem ngay!",511.jpg,"Unique, unique design! Handmade handmade cowhide shoes! 5 year warranty."
94,513,"Sale off 70% giá chỉ còn 299k, giày nam thoáng khí khử mùi",Giày đẹp - giá chất,"Giao hàng toàn quốc, xem hàng trước thanh toán sau",513.jpg,"Sale off 70% price only 299k, breathable deodorant men's shoes"
95,518,"Hàng thiết kế, chống bí chân Cực thoải mái, lại sang trọng Êm ái, nhẹ nhàng!",Miễn phí giao hàng toàn quốc!,Đổi hàng trong 7 ngày. Xem và thử hàng trước khi nhận!,518.jpg,"Designer products, anti-squeeze feet. Extremely comfortable and luxurious. Smooth and gentle!"
96,522,"Duy nhất hôm nay, sale 70% 42 đôi giày  nữ siêu nhẹ, êm chân mát mẻ.",Miễn phí vận chuyển toàn quốc,Bảo hành  2 năm,522.jpg,"Only today, 70% sale on 42 pairs of women's shoes, super light, comfortable and cool."
97,524,Dép da cao gót nữ thời trang nhập khẩu cao cấp. Giảm giá 50% trong hôm nay.,Mua ngay hôm nay nhận ưu đãi 50%,Giao hàng toàn quốc,524.jpg,High-quality imported women's high-heeled leather sandals. 50% off today.
98,528,Quý ông chỉ nhìn là mê với đôi giày đẳng cấp Italia được làm thủ công 100% đang giảm 50%,Khuyến mãi chỉ có hạn,Hãy nhanh tay,528.jpg,Gentlemen just look and fall in love with these 100% handmade Italian class shoes that are 50% off.
99,529,Hàng hiệu không đến tiền triệu ! Đặc biệt hiếm có khuyến mãi 40% chỉ hôm nay,Miễn phí giao hàng giao hàng,"Bảo hành 5 năm, được xem hàng trước khi nhận",529.jpg,Branded goods don't cost millions! Special rare promotion of 40% today only
100,537,Đế khâu chỉ bền bỉ Da bò xịn nguyên tấm 100% Đền gấp 5 nếu phát hiện hàng kém chất lượng,Khuyến mãi 40% chỉ hôm nay,Miễn phí giao hàng chỉ hôm nay! Đặt ngay số lượng giới hạn!,537.jpg,Durable thread-stitched sole 100% genuine cow leather 5 times refund if found to be of poor quality
101,542,"Thanh lý 45 đôi giày thể thao loại giày có đệm khí, thoáng chân với giá siêu rẻ",Anh Huy Store,,542.jpg,"Liquidation of 45 pairs of air-cushioned, breathable sports shoes at super cheap prices"
102,545,Giày tây được gia công thủ công từ 100% da bò cao cấp đem lại sự sang trọng lịch lãm,Sở hữu ngay chỉ với 599.000đ,Được kiểm tra sản phẩm trước khi thanh toán,545.jpg,"Western shoes are handcrafted from 100% high-quality cow leather, bringing elegant luxury"
103,550,Đàn ông trung niên không nên bỏ qua mẫu giày tây da bò này. Chuẩn lịch lãm chỉ với 599k,Bảo hành 12 tháng. Cam kết chính hãng,Tự tin trên từng bước chân với đôi giày Âu đẳng cấp quý ông,550.jpg,Middle-aged men should not ignore this cowhide western shoe model. Elegant standard for only 599k
104,563,"Quần lửng hàng hiệu giảm giá 70% giá bán 1 ngày, kiểm tra thoải mái nhận hàng sau",Gu Chất sale off,Thời trang,563.jpg,"Branded shorts are 70% off on sale price for 1 day, feel free to check and receive the goods later"
105,573,"Xả kho 50 chiếc áo sơ mi lụa cao cấp. Co giãn, thoáng mát khiến quý ông mê mệt. Giảm 65%",Khuyến mãi có hạn,"Giá chỉ 299.000/ áo, 499.000/ 2 áo",573.jpg,"Clearance of 50 high quality silk shirts. Elastic and airy, making men tired. 65% off"
106,578,"Áo phông nam phong cách Hàn Quốc trẻ trung, thời thượng. Giá 299k/1 áo, 558k/2 áo",Càng mua nhiều càng rẻ,Thời trang quý ông,578.jpg,"Youthful and trendy Korean style men's T-shirt. Price 299k/1 shirt, 558k/2 shirts"
107,581,Quần short nam được may từ vải đũi mang lại sự thoải mái lên form chuẩn đẹp,Thời trang nam Thiên Long,,581.jpg,"Men's shorts are sewn from terry fabric, bringing comfort and beautiful shape"
108,585,Đây là chiếc áo khoác phủ nano chống nước chống nắng tuyệt vời bạn nên có,Ưu đãi 1 ngày hôm nay,Được kiểm tra sản phẩm trước khi thanh toán,585.jpg,This is a great waterproof and sun-protective nano-coated jacket you should have
109,590,"Chiếc áo đũi phong cách vừa ra mắt đã cháy hàng, chất vải Linen cao cấp giảm 70% giá bán",Gu Chất Store,Giao hàng thử hàng thoải mái,590.jpg,"The newly launched stylish t-shirt is sold out, the high-quality Linen fabric is 70% off the price"
110,596,"Lô hàng bộ gió LC chất xịn, chống nhăn, kháng nước và cản gió tốt về phục vụ các bác ạ.",4Men Store,,596.jpg,"Shipment of genuine LC wind sets, anti-wrinkle, water-resistant and good wind resistance to serve you guys."
111,606,Xuất hiện áo sọc Henley tay lửng được nhiều quý ông tìm mua khi giảm giá 65% tại Việt Nam,Anker thời trang cao cấp,Thời trang,606.jpg,There appeared a striped Henley shirt with half sleeves that many gentlemen were looking to buy at a 65% discount in Vietnam
112,616,"Về hàng áo sơ mi lụa thanh lịch, giảm 35%","Giá chỉ 299k/1 áo, 499k/2 áo, 699k/3 áo",Số lượng có hạn,616.jpg,"About elegant silk shirts, 35% off"
113,620,Đẳng cấp quý ông với dây nịt da cao cấp Crocodile. Cơ hội vàng - sale sập sàn tới 80%,Đồ da cao cấp Leather,Crocodile - full box - 1 đổi 1 trong 30 ngày,620.jpg,Gentleman class with high quality Crocodile leather belt. Golden opportunity - sale collapses up to 80%
114,625,"Muốn đẹp trai phải xài ngay áo đũi, chiếc áo đang ""hot"" chàng trai nào cũng nên có",Áo đồng giá 299k Huy Store,,625.jpg,"If you want to be handsome, you must immediately use a shirt, a ""hot"" shirt that every guy should have"
115,630,Mỗi người đàn ông thành đạt đều cần ít nhất một chiếc blazer lịch lãm trong mùa thu/ đông,Click ngay để được tư vấn trực tuyến,Trên 4.000 mẫu vải từ các thương hiệu vải nổi tiếng thế giới,630.jpg,Every successful man needs at least one elegant blazer in the fall/winter
116,632,"Chỉ 299k 1 chiếc áo form chuẩn trẻ trung, che giấu khuyết điểm ""bụng bia"" của các quý ông.",Combo 2 cái giá ưu đãi,Cam kết hàng giống quảng cáo. Kiểm hàng thoải mái khi nhận.,632.jpg,"Only 299k for a standard, youthful shirt, hiding the ""beer belly"" shortcomings of gentlemen."
117,637,"Thiết kế xu hướng thời trang 2020. Sợi jean spandex co dãn thoải mái, thoáng mát. Xem ngay",Khuyến mãi 30% chỉ  có hôm nay,Miễn phí giao hàng chỉ hôm nay! Đặt ngay số lượng giới hạn!,637.jpg,2020 fashion trend design. Comfortable and airy stretchy spandex jean fabric. Watch now
118,639,Đẹp trai không bao giờ sai - Áo đũi cổ tàu trẻ trung mặc đi làm đi chơi đều nổi bật,Chỉ 299.000 đồng,Giảm ngay 65% giá cho 10 khách hàng đầu tiên,639.jpg,There's never a wrong way to be handsome - A youthful collared shirt worn to work or out will stand out
119,643,Dosiin sale up to 70%. Dosiin đang sale 70%. Mua ngay nào cả nhà.,Hơn 300 local brand toàn quốc,Áo thun cực chất chỉ từ 130k,643.jpg,Dosiin sale up to 70%. Dosiin is on sale for 70%. Buy now everyone.
120,644,Đây là chiếc áo đũi được giới doanh nhân ưa chuộng với phong thái lịch lãm chuẩn men,Shop thời trang King,Giá chỉ 299.000đ/chiếc,644.jpg,"This is a shirt that is popular among businessmen with its elegant, masculine style"
121,646,"Bất ngờ giảm 60% giá bán chiếc quần kaki lưng thun dây rút tiện lợi, chất vải thoáng mềm",Gu Chất Store,Giao hàng thử hàng thoải mái,646.jpg,"Surprise 60% discount on the selling price of khaki pants with convenient elastic waistband and soft, breathable fabric"
122,671,Ngày vàng giá sập sàn với mẫu áo đũi phong cách doanh nhân giảm giá tới 65%,Phụ kiện thời trang LADADO,Ưu đãi chỉ hôm nay,671.jpg,Golden Day prices hit the floor with business style t-shirts up to 65% off
123,672,Chiếc áo doanh nhân đẳng cấp 2020 cháy hàng khi mới ra mắt. Đã quay trở lại và giảm 60%,Khuyến mãi có hạn,Bảo hành 1 năm,672.jpg,The 2020 classy business shirt was sold out when it was first released. Back and 60% off
124,675,Chiếc áo vải đũi thoáng mát vận động dễ dàng dành cho phái mạnh với thiết kế hiện đại,Thời trang thu đông Quang Hải,,675.jpg,"A cool, easy-to-move-in linen shirt for men with modern design"
125,681,"Chiếc áo đũi mặc mát, thanh lịch, sang trọng được nhiều quý anh tìm mua. Đang xả kho lớn",Thời trang nam cao cấp,Khuyến mãi có hạn,681.jpg,"The cool, elegant and luxurious shirt is sought after by many gentlemen. Large warehouse clearance underway"
126,682,"Chiếc quần jean lửng cho quý ông sang chảnh đầy nam tính, chất vải thoáng co giãn giảm 70%",Chốt store,Giao hàng thử hàng thoải mái,682.jpg,"Men's jeans are classy and masculine, with stretchy fabric, 70% off."
127,689,Lựa chọn trang phục đẹp,May đo tại nhà nhận ngay ưu đãi,Giảm 10% các mẫu vest cưới,689.jpg,Choose beautiful outfits
128,692,"Ra mắt mẫu áo đũi doanh nhân cho quý ông, giảm 60% giá bán 1 ngày, thử hàng thoải mái",Gu Chất Store,Giao hàng toàn quốc,692.jpg,"Launching a business shirt model for gentlemen, 60% off price for 1 day, free to try products"
129,694,Chiếc áo doanh nhân đẳng cấp 2020 đã có hàng trở lại. Đợt này store giảm giá đến 60%,Khuyến mãi có hạn,Bảo hành 1 năm,694.jpg,The 2020 classy business shirt is back in stock. This time the store has discounts up to 60%
130,699,"Áo phụ huynh giá học sinh - áo khoác nam cao cấp 2 mặt chống nước, chống gió bụi toàn diện",Áo khoác nam cao cấp 2 mặt,Natuspace - món quà không thể phù hợp hơn với mọi quý ông,699.jpg,"Parent's shirt at student price - high quality men's jacket with 2 sides, comprehensive waterproof, wind and dustproof"
131,702,Vận động thoải mái với áo polo co giãn thấm hút mồ hôi. Giá chỉ từ 249k,Áo polo Thiên Long,,702.jpg,Move comfortably with a sweat-absorbent stretch polo shirt. Price from only 249k
132,704,Cập nhật xu hướng quần áo nam mới nhất,Quần áo cho nam giá rẻ đẹp,Young22,704.jpg,Update the latest men's clothing trends
133,709,Giảm giá 65%,Polo cá sấu,Size từ 50kg - 105kg,709.jpg,65% off
134,715,"Xả kho 100 chiếc áo đũi doanh nhân cao cấp cho quý ông, chất vải Linen thoáng mát giảm 70%",Gu Chất Store,Giao hàng tận nhà,715.jpg,"Clear stock of 100 high-end business shirts for gentlemen, cool Linen fabric, 70% off"
135,719,Cơ hội sở hữu áo thun cực chất - được phái mạnh ưa chuộng - với giá ưu đãi cực hấp dẫn,Bấm xem ngay kẻo lỡ giờ vàng,Cơ hội mua lẻ với giá sỉ ưu đãi - nhanh tay sở hữu ngay nào,719.jpg,Opportunity to own a very cool t-shirt - popular with men - at an extremely attractive price
136,720,Xu hướng thu đông 2020 Giá bèo sinh viên nghèo cũng mua được Chất vải cotton thoáng mát,Nhấn mua ngay để nhận ưu đãi,Sale sập sàn 30%,720.jpg,Fall-Winter 2020 Trends Low prices even poor students can buy Cool cotton fabric
137,721,"Muốn đẹp trai phải xài ngay quần này.  Đi chơi, đi học, đi làm đi đâu cũng phong cách.","Hàng như hình, hài lòng mới nhận",Combo 2 chiếc giá chỉ 399.000 đồng,721.jpg,"If you want to be handsome, you must use these pants immediately. Go out, go to school, go to work, go anywhere in style."
138,722,"Áo sơ mi túi hộp thời trang, phong cách mạnh mẽ. Giá chỉ 299k/1 áo, 499k/2 áo, 699k/3 áo.","Giảm 60%, duy nhất hôm nay.","Chỉ còn 299k/1 áo, 499k/2 áo",722.jpg,"Fashionable pocket shirt, strong style. Price only 299k/1 shirt, 499k/2 shirts, 699k/3 shirts."
139,725,"Đẳng cấp và phong cách với chiếc áo đũi doanh nhân 2020 tuyệt đẹp, chất vải mềm và thoáng",Gu Chất Store,Kiểm tra hàng tại nhà thanh toán sau,725.jpg,"Classy and stylish with a beautiful 2020 business shirt, soft and airy fabric"
140,747,"Lộ diện hũ kem collagen ""thổi bay"" nám sạm, dưỡng da chuyên sâu ưa chuộng hiện nay",Mua 2 tặng 1 cho 99 khách hàng đầu tiên,"Nám, tàn nhang, lão hóa da",747.jpg,"Revealing a jar of collagen cream that ""blows away"" dark spots and intensive skin care that is popular today"
141,772,"Ai bị mụn bọc, mụn viêm, dù đã lâu năm như nào, xem ngay cách này sạch mụn sáng da","Da sáng, sạch mụn, tự tin",Ưu đãi hơn 50% ngay hôm nay,772.jpg,"Anyone who has acne or inflammatory acne, no matter how old it is, should immediately see this method to clear acne and brighten skin"
142,773,Cần tìm 9 chị bị rạn da để trợ giá 50% hãy đăng ký ngay,Bị rạn da kể cả vết rạn 20 năm,Ưu đãi giảm giá 50% mua 2 tặng 1 duy nhất hôm nay,773.jpg,"Need to find 9 ladies with stretch marks for 50% discount, please register now"
143,799,1% phụ nữ Việt Nam được đánh giá trẻ hơn tuổi thật đã khuyên dùng hũ kem Merawhite này,Hỗ trợ trị nám và tàn nhang,Bí quyết làm đẹp,799.jpg,1% of Vietnamese women who were considered younger than their actual age recommended using this jar of Merawhite cream
144,807,"Hũ kem Hàn Quốc xóa mờ nám sạm, bước nhảy đột phá của công nghệ collagen chăm sóc da mặt","Nám, tàn nhang, lão hóa da",Làm đẹp với công nghệ Nano collagen,807.jpg,"Korean cream jar to remove dark spots, a breakthrough in collagen technology for facial skin care"
145,844,Chị em bị nám sạm tàn nhang nhất định phải đọc bài này,Nám tàn nhang lão hóa da,Mỹ phẩm & Làm đẹp,844.jpg,Women with dark spots and freckles must read this article
146,889,Nếu chị em U40 50 da nám tàn nhang thì đọc ngay bài này! Xóa nám sạm dưỡng da chỉ 690k.,Để lại số điện thoại nghe tư vấn từ chuyên gia,Sản phẩm không phải thuốc không thay thế thuốc chữa bệnh,889.jpg,"If you are under 40 or 50 with melasma and freckles, read this article immediately! Remove melasma and skin care for only 690k."
147,891,"Trước khi ngủ thoa ít kem này lên mặt, da nám, sạm, tàn nhang cứ thế tự động ""biến mất""",Kem làm đẹp da Merawhite,,891.jpg,"Before going to bed, apply a little of this cream on your face, melasma, dark spots, and freckles will automatically ""disappear""."
148,892,"Trắng da, mềm mịn, thẩm thấu sâu, không bết dính, Da đẹp rạng ngời, căng tràn sức sống...",Kem body mềm A cosmetics,Mua 1 tặng 1 mặt nạ dưỡng da,892.jpg,"White skin, soft and smooth, deeply absorbed, not sticky, beautiful radiant skin, full of vitality..."
149,909,"Nhận khuyến mại 50%, dứt điểm nám sạm, tàn nhang, chống lão hóa với bộ đôi công nghệ nano.",Kem dưỡng da Merawhite,,909.jpg,"Receive a 50% discount, get rid of dark spots, freckles, and anti-aging with the nano technology duo."
150,931,"Bí quyết giúp nàng tự tin, cho chàng yêu nhiều hơn.",Gel Pk24 làm hồng da,,931.jpg,The secret to helping her be confident and giving him more love.
151,952,Nhận xóa mờ sẹo cho những ai bị sẹo rỗ lồi lõm thâm đen rạn da sẹo lâu năm. Xóa mờ sẹo,Giá chỉ bằng cốc trà đá,Để lại số điện thoại để được tư vấn,952.jpg,"Get rid of scars for those who have long-standing pitted scars, dark spots, stretch marks, and scars. Remove scars"
